Product Name,Quantity,Retail Price,Received,Profit,Amazon Link,Ebay Link
"Resolve Carpet Triple Oxi Advanced Carpet Stain Remover, Carpet Cleaner, Carpet Cleaner Solution, 22 Ounce",1,5.65,8.28,1.39,https://www.amazon.com/Resolve-Carpet-Triple-Oxi-Advanced-Carpet-Stain-Remover-22-Ounce/dp/B00IB18S2C?tag=dcaft-20,https://www.ebay.com/itm/404731451288
"ChampNet Emery Cloth Roll Grit 180 Plumbers Sanding Cloth, 1.5"" X 10 Yards | Open Mesh Double Side Aluminum Oxide Sandpaper Rolls | Ideal for Clean Copper Pipe, Remove Metal Burrs, Wood Lathe Projects",1,10.39,15.28,2.6,https://www.amazon.com/Champnet-Emery-Cloth-Roll-Grit-180-Plumbers-Sanding-Cloth-15-X-10-Yards-Ope/dp/B0BPJQMRKM?tag=dcaft-20,https://www.ebay.com/itm/176265741485
FitSand Travel Hard Case for PRGR Black Pocket Launch Monitor HS-130A,1,10.69,13.93,1.15,https://www.amazon.com/Fitsand-Travel-Hard-Case-For-Prgr-Black-Pocket-Launch-Monitor-Hs-130A/dp/B09YYRBDBM?tag=dcaft-20,https://www.ebay.com/itm/315113400916
"Vanicream Shampoo – pH Balanced Mild Formula Effective For All Hair Types and Sensitive Scalps - Free of Fragrance, Lanolin, and Parabens – 12 Fl Oz",1,11.99,16.58,2.1,https://www.amazon.com/Free-Clear-Shampoo-Sensitive-Skin/dp/B0006FMK98?tag=dcaft-20,https://www.ebay.com/itm/334872118874
"BLIND, THE [DVD]",1,12.98,16.69,1.21,https://www.amazon.com/Blind-DVD-Andrew-Hyatt/dp/B0CGMFW8Y9?tag=dcaft-20,https://www.ebay.com/itm/296083993933
"Fisher Chef's Naturals Walnut Halves & Pieces 1 lb, 100% California Unsalted Walnuts for Baking & Cooking, Snack Topping, Great with Yogurt & Cereal, Vegan Protein, Keto Snack, Gluten Free",1,5.98,8.69,1.41,https://www.amazon.com/dp/B0093J41PE?tag=dcaft-20,https://www.ebay.com/itm/395302811329
"2Pack iPhone Headphone Adapter, [Apple MFi Certified] Lightning to 3.5mm Headphone/Earphone Audio Aux Jack Adapter iPhone Aux Adapter Dongle for iPhone 14 13 12 11 Pro Max Plus Mini XR XS 8 iPad iPod",1,6.99,11.4,2.7,https://www.amazon.com/dp/B0BTYKXYLW?tag=dcaft-20,https://www.ebay.com/itm/176311534337
VehiCode 12V White 67 89 97 631 5007 5008 R5W R10W 1156 LED Bulb Mini BA15S for Car License Plate Reverse Under Hood RV 1003 1141 Interior Dome Light Motorcycle 7506 P21W Signal Lamp (2 Pack),2,13.98,21.98,4.7,https://www.amazon.com/Vehicode-12V-White-67-89-97-631-5007-5008-R5W-R10W-1156-Led-Bulb-Mini-Ba15S-For/dp/B097MMQ2WB?tag=dcaft-20,https://www.ebay.com/itm/155807249311
"Xiaoyztan 40 Pin Flexible Flat Ribbon Cable 0.5mm Pitch FFC FPC for LCD TV Car Audio DVD Player Laptop (200mm Length, Pack of 20Pcs)",1,6.99,11.25,2.57,https://www.amazon.com/dp/B07C4P6S43?tag=dcaft-20,https://www.ebay.com/itm/186225502576
"Naturasil Natural Tinea Versicolor Relief 10% Anti-Itch Sulfur Soaps | Best for Tinea, Ringworm, Jock Itch & Irritation | Safe for Kids & Adults | Fast & Effective for All Skin Types | 4 oz Bar",1,16.09,21.88,2.51,https://www.amazon.com/Naturasil-Homoeopathic-Remedies-Soap-For-Tinea-Versicolor-4-Ounce/dp/B006U7BL6O?tag=dcaft-20,https://www.ebay.com/itm/156061239188
"ATTITUDE Baby Laundry Detergent Liquid, EWG Verified, Safe for Baby Clothes, Infant and Newborn, Vegan and Naturally Derived Washing Soap, HE Compatible, Unscented, 33.8 Fl Oz, 35 Loads",2,45.38,56.22,2.4,https://www.amazon.com/Attitude-Baby-Laundry-Detergent-For-Sensitive-Skin-Hypoallergenic-Dye-Free-Un/dp/B01KA6AS2I?tag=dcaft-20,https://www.ebay.com/itm/375320885997
E-outstanding Inline Cord Switch On/Off White Button Feed Cord Switch for Table Lamp Desk Light Bed Lamp 6A 250V,1,7.99,12.69,2.8,https://www.amazon.com/outstanding-Inline-Switch-White-Button/dp/B081R7Z6PM?tag=dcaft-20,https://www.ebay.com/itm/335207281144
Talladega Nights: The Ballad of Ricky Bobby [2-Disc Blu-ray – Theatrical + Unrated],1,9.82,13.16,1.37,https://www.amazon.com/Talladega-Nights-The-Ballad-Of-Ricky-Bobby-2-Disc-Blu-Ray-Theatrical-Unrat/dp/B01KJ2INR0?tag=dcaft-20,https://www.ebay.com/itm/314582476799
"Iberia 100% Natural Pure Cane Turbinado Raw Sugar, 32 Oz",2,6.58,10.66,2.48,https://www.amazon.com/Iberia-Pure-Cane-Turbinado-Sugar/dp/B01N69X6MK?tag=dcaft-20,https://www.ebay.com/itm/285582591815
"100pcs Wooden Candle Wicks and Stands 5.1 X 0.5 Inch Natural Candle Wood Wicks with Iron Base, Candle Cores for DIY Candle Making Craft Smokeless Wood Wicks for Candle Making (Use 2 Wicks per Stand)",1,8.75,11.52,1.04,https://www.amazon.com/dp/B08X4M8356?tag=dcaft-20,https://www.ebay.com/itm/395243793593
"Hoollw Grips, 2 Pieces Extension Fits Sig Sauer P365XL /P365X(12rd or 10rd Restricted XL) Black",1,13.28,17.5,1.6,https://www.amazon.com/dp/B0B71J3X8K?tag=dcaft-20,https://www.ebay.com/itm/225996448236
"303 Products Marine Aerospace Protectant – UV Protection – Repels Dust, Dirt, & Staining – Smooth Matte Finish – Restores Like-New Appearance – 10 Fl. Oz. (30305)",1,13.73,18.5,2,https://www.amazon.com/303-Marine-Aerospace-Protectant-Uv-Protection-Repels-Dust-Dirt-Staining/dp/B00JREJ9WU?tag=dcaft-20,https://www.ebay.com/itm/226072789410
"Best Paper Greetings 40 Pack Bulk Animal and Travel Postcards From Around the World for Mailing, Assorted Nature Thank You Notes (4 x 6 In)",2,23.52,31.5,3.26,https://www.amazon.com/dp/B075G2S2LF?tag=dcaft-20,https://www.ebay.com/itm/285663644475
212cc 196cc Crank Case Side Cover Gasket Oil Seal Kit for Harbor Freight Predator 212 Honda GX160 GX200 224cc Coleman Baja 196cc 200 cc Mini Bikes Go Karts Governor Remove,1,10.59,14.99,2.15,https://www.amazon.com/dp/B0B717NFFY?tag=dcaft-20,https://www.ebay.com/itm/305424952592
"K & S Precision Metals 8160 Round Brass Rod, 1/32"" OD, 5 Count",1,5.41,9.59,2.74,https://www.amazon.com/K-S-Precision-Metals-8160-Round-Brass-Rod-132-Od-5-Count/dp/B001APJ0OG?tag=dcaft-20,https://www.ebay.com/itm/285782824629
"K&S Precision Metals 5501 Music Wire, 0.032"" OD x 12"" Long, 4 Pieces, Made in The USA",1,1.06,3.4,1.83,https://www.amazon.com/dp/B002WXGIHC?tag=dcaft-20,https://www.ebay.com/itm/355459183303
"Faodzc USB 3.0 Extension Cable 2 ft,Short USB Extension Cable Type A Male to A Female 5Gbps Data Transfer Compatible with Keyboard,USB Flash Drive,Playstation,Mouse,Hard Drive and More",1,6.39,16.63,7.75,https://www.amazon.com/dp/B08K3Z4MGJ?tag=dcaft-20,https://www.ebay.com/itm/315155853110
"2pcs Double Lobster Clasp Extender, 925 Sterling Silver Bracelet Extender Clasp Jewelry Lobster Clasp and Closures Double Claw Connector for Necklace Bracelet DIY Jewelry Making (Silver)",1,8.66,11.49,1.11,https://www.amazon.com/2Pcs-Double-Lobster-Clasp-Extender-925-Sterling-Silver-Bracelet-Extender-Clasp/dp/B0C5XM1Z6V?tag=dcaft-20,https://www.ebay.com/itm/134998349621
330 Pcs Wire Connectors Nuts Kit - Electrical Twist Wiring Splice Screw Caps Assortment,1,10.71,13.84,1.05,https://www.amazon.com/330-Pcs-Wire-Connectors-Nuts-Kit-Electrical-Twist-Wiring-Splice-Screw-Caps-Ass/dp/B0B8CVN2NN?tag=dcaft-20,https://www.ebay.com/itm/355538637588
"Lowrey's Bacon Curls Microwave Pork Rinds (Chicharrones), Hot and Spicy, 1.75 Ounce (Pack of 6) (Packaging May Vary)",1,9.08,12,1.12,https://www.amazon.com/dp/B08WKYWHQM?tag=dcaft-20,https://www.ebay.com/itm/355509243952
"Nikzon Hemorrhoid Treatment Cream, Vasoconstrictor & Anesthetic, Fast Soothing Relief from Pain, Itching, Burning & Inflammation, 0.9 oz",1,7.1,10,1.4,https://www.amazon.com/dp/B00JLN85PO?tag=dcaft-20,https://www.ebay.com/itm/355509225437
"Sparkling Ice, Classic Lemonade Sparkling Water, Zero Sugar Flavored Water, with Vitamins and Antioxidants, Low Calorie Beverage, 17 oz Bottles (Pack of 12)",2,25.68,35.78,4.74,https://www.amazon.com/Sparkling-Classic-Lemonade-Antioxidants-Vitamins/dp/B006FUL4AE?tag=dcaft-20,https://www.ebay.com/itm/285493831198
"Honoson 20 Pcs Sanding Sticks for Plastic Models Polishing Sticks Assorted Metal and Wood Sanding Tools Accessory for Model Craft Amateur Beginner (High Grits Rating,Water Drop Style)",1,8.49,12.29,1.96,https://www.amazon.com/dp/B09R6NKLYQ?tag=dcaft-20,https://www.ebay.com/itm/296262257476
"Depets Adjustable Recovery Pet Cone E-Collar for Cats Puppy Rabbit, Plastic Elizabeth Protective Collar Wound Healing Practical Neck Cover, Small & Medium",1,5.28,9.16,2.51,https://www.amazon.com/Depets-Adjustable-Elizabeth-Protective-Circumference/dp/B01GO3ZZDI?tag=dcaft-20,https://www.ebay.com/itm/225818434358
The Channel [DVD],1,11.36,16.58,2.73,https://www.amazon.com/dp/B0CK5WNL4K?tag=dcaft-20,https://www.ebay.com/itm/204562874043
"2-Pack Water Filter Replacement for PUR®, PUR® PLUS Faucet Water Filtration System, NSF Certified, Replace Mineral Core Faucet Mount Water Filter",1,14.99,21,2.86,https://www.amazon.com/dp/B09T6G66NL?tag=dcaft-20,https://www.ebay.com/itm/135007583651
"2Pcs Automatic Toilet Cleaner - Krazy klean Toilet Cleaner, Easy to Use Leaving Your Toilet Looking Fresh",1,18.6,23.75,1.59,https://www.amazon.com/2Pcs-Automatic-Toilet-Cleaner-Krazy-Klean-Toilet-Cleaner-Easy-To-Use-Leaving/dp/B0CHVTV95M?tag=dcaft-20,https://www.ebay.com/itm/395287188979
Pbxifge Sound Bar Wall Mount Brackets for Vizio Soundbar Wall Mounted Holders S3820W-C0 SB3851-C0 SB4051-D5 S5430W-C2 SB3651-E6 S2920W-C0 Mounting Bracket Kit with Screws,1,12.71,16.69,1.48,https://www.amazon.com/Pbxifge-Sound-Bar-Wall-Mount-Brackets-For-Vizio-Soundbar-Wall-Mounted-Holders-S3/dp/B08T5RWMRW?tag=dcaft-20,https://www.ebay.com/itm/355501037174
"Curel Itch Defense Calming Daily Cleanser, Body Wash, Soap-free Formula, for Dry, Itchy Skin, 10 oz, with Hydrating Jojoba and Olive Oil",1,9.99,12.95,1.02,https://www.amazon.com/Curel-Itch-Defense-Calming-Daily-Cleanser-Body-Wash-Soap-Free-Formula-For-Dry/dp/B00YXXPZLO?tag=dcaft-20,https://www.ebay.com/itm/155794656829
"In Search Of,With Leonard Nimoy//The Complete Collection",1,26.83,33.79,1.89,https://www.amazon.com/dp/B01LTHOP8U?tag=dcaft-20,https://www.ebay.com/itm/134981416079
Inline Roll Over Check Valve 6AN Female to 6 AN Male In-line Fuel Cell Rollover Vent Valve Aluminum Adapter Fittings,1,20.51,26.9,2.36,https://www.amazon.com/Inline-Roll-Over-Check-Valve-6An-Female-To-6-An-Male-In-Line-Fuel-Cell-Rollover/dp/B08M8ZVQ99?tag=dcaft-20,https://www.ebay.com/itm/285635142864
Marineland PRBW2350B 200b 350b Bio Wheel Assembly Filter Parts for Aquarium,1,7.75,11,1.6,https://www.amazon.com/Wheel-Assembly-Penguin-200b-350b/dp/B007R5KN80?tag=dcaft-20,https://www.ebay.com/itm/355607929919
"Revlon Colorburst Balm - Shade Charm, 0.1 Ounce",2,9.98,31.5,16.8,https://www.amazon.com/dp/B0082D9R1K?tag=dcaft-20,https://www.ebay.com/itm/364676706441
"Flexzilla Garden Lead-In Hose 5/8 in. x 3 ft., Heavy Duty, Lightweight, Drinking Water Safe, ZillaGreen - HFZG503YW-E",2,21.48,29.38,3.5,https://www.amazon.com/Flexzilla-Garden-Lead-Lightweight-Drinking/dp/B01D51VBF8?tag=dcaft-20,https://www.ebay.com/itm/404525878862
"Portable Door Lock for Travel, Door Lock Self-Defense Security Device for Home, Apartment, Hotel, Living Motel, School Dorm, House",1,5.33,7.62,1.15,https://www.amazon.com/Portable-Door-Lock-For-Travel-Door-Lock-Self-Defense-Security-Device-For-Home/dp/B08NKBS7BZ?tag=dcaft-20,https://www.ebay.com/itm/296200049253
"30pcs 1/4 Inch Stainless Steel Cable Clamps,Rubber Coated Cushioned Insulated Cable Clamp,Automotive Cable Wire Clamps,Pipe Clamps,Metal Clamp for Tube,Lines,Wire Cord Installation(Black,6mm)",1,14.97,19.16,1.32,https://www.amazon.com/dp/B0B1HDH8TK?tag=dcaft-20,https://www.ebay.com/itm/156085495457
Fvrito Pull Start Recoil Starter Assembly for Predator 212 196cc 212cc 224cc 6.5HP 7HP OHV Engine Coleman CT200u Bt200x CT200u-ex KT196 Mini Bike Go Kart Generator Lawnmower Parts Pull Cord Rope,1,16.55,25.67,5.27,https://www.amazon.com/Fvrito-Pull-Start-Recoil-Starter-Assembly-Spark-Plug-For-Harbor-Freight-Predator/dp/B092R4NPFR?tag=dcaft-20,https://www.ebay.com/itm/305491191058
"Camco Stackable Miniature Ice Cube Tray for Compact Spaces, 2-Pack (44100), Blue",1,5.17,7.49,1.2,https://www.amazon.com/Camco-Stackable-Miniature-Ice-Cube-Tray-For-Compact-Spaces-2-Pack-44100-Blue/dp/B0006IX7UQ?tag=dcaft-20,https://www.ebay.com/itm/135008394108
"CCINEE 15PCS Real Natural Peacock Feathers, 10-12 Inches Peacock Tail Feather for Craft Halloween Costume Bridesmaid Corsage Christmas Wreath and Home Decoration",1,7.57,10.22,1.12,https://www.amazon.com/Ccinee-15Pcs-Natural-Turkey-Feather-10-11-Inches-Wild-Turkey-Feathers-For-Craft/dp/B09M9XTS3Z?tag=dcaft-20,https://www.ebay.com/itm/355472750077
2022 Joe Biden Zero Cents Novelty Penny Coin - Let's GO Brandon FJB Coin,2,13.12,20.56,4.36,https://www.amazon.com/2022-Biden-Cents-Novelty-Penny/dp/B09QK1GCT8?tag=dcaft-20,https://www.ebay.com/itm/126324892405
Car and Auto Mini Carry Case Compatible with BlueDriver Bluetooth Pro OBDII OBD2 Scan Tool Monitor for iPhone & Android (Inner Grey) -Bag Only,1,11.76,15.99,1.83,https://www.amazon.com/Car-And-Auto-Mini-Carry-Case-Compatible-With-Bluedriver-Bluetooth-Pro-Obdii-Obd2/dp/B091GY347F?tag=dcaft-20,https://www.ebay.com/itm/315113622251
3M Clear Paint Surface Protection Vinyl Wrap 2 Inch Wide Tape Roll (2 Inch x 48 Inch),1,10.89,15.49,2.28,https://www.amazon.com/Vvivid-3M-Clear-Scotchgard-Paint-Protector-Vinyl-Wrap-2-Inch-Wide-Tape-Roll-2-I/dp/B071K6TDHN?tag=dcaft-20,https://www.ebay.com/itm/404737214532
"Caldrea Liquid Fabric Softener, Plant Derived, Helps Remove Static And Wrinkles, Sweet Pea Scent, 32 Oz",2,34.62,53.02,10.44,https://www.amazon.com/Caldrea-Liquid-Fabric-Softener-Plant-Derived-Helps-Remove-Static-And-Wrinkles/dp/B01AIX9YLY?tag=dcaft-20,https://www.ebay.com/itm/145474219719
Windshield Washer Nozzle Jet Hose Kit for 2011-2016 Ford F250 F350 F450 F550 Super Duty Replace BC3Z-17603-A BC3Z-17K605-B,1,13.8,19.1,2.44,https://www.amazon.com/dp/B09JS7R344?tag=dcaft-20,https://www.ebay.com/itm/126358496394
"BANWMEN Elastic Lower Leg Calf Compression Support Bandage Sleeve Wrap for Women and Man, Shin Splint Guard for Football Runner, Basketball, Volleyball, Calf Pain Relief, Adjustable Plus Size (Black)",3,29.97,41.97,5.7,https://www.amazon.com/Compression-Football-Basketball-Volleyball-Adjustable/dp/B09JBFPRS1?tag=dcaft-20,https://www.ebay.com/itm/176274924086
"Rice-A-Roni, Spanish Rice, 6.8 Ounce (Pack of 12)",1,12.24,16.59,1.86,https://www.amazon.com/dp/B000YPMK04?tag=dcaft-20,https://www.ebay.com/itm/156154170943
"BIC Round Stic Ball Pens Stick, Blue, Medium Point, 10-Pack",1,2.06,5.05,2.23,https://www.amazon.com/BIC-Round-Ballpoint-Medium-10-Count/dp/B00004YTPX?tag=dcaft-20,https://www.ebay.com/itm/394997591250
"Pond's Crema S Nourishing Face Moisturizer for Women, Skin Care Facial Moisturizer Cream for Dry to Very Dry Skin, Nourishes for up to 24 hours 14.1 oz",1,7.87,11.95,2.29,https://www.amazon.com/Ponds-Face-Cream-Crema-14-1/dp/B001F0H77I?tag=dcaft-20,https://www.ebay.com/itm/185873016563
"Pup-Peroni Original Lean Beef Flavor Dog Treats, 22.5 Ounce",1,10.69,13.85,1.08,https://www.amazon.com/Pup-Peroni-Original-Flavor-Snacks-Ounce/dp/B097S7N153?tag=dcaft-20,https://www.ebay.com/itm/355615137397
"Gesipor 10 PCS 6-Inch Silicone Cable Ties - Reusable Rubber Twist Ties Bendable Cable Ties for Bundling and Holding, All Purpose Cord Tie for Indoor and Outdoor (5 Colors)",1,7.99,12.69,2.8,https://www.amazon.com/Gesipor-10-Pcs-6-Inch-Silicone-Cable-Ties-Reusable-Rubber-Twist-Ties-Bendable/dp/B096KPKKFV?tag=dcaft-20,https://www.ebay.com/itm/176266894276
Red Balloons 110Pcs Red Balloon Garland Arch Kit 5/10/12/18 Inch Matte Latex Red Balloons Different Sizes as Birthday Balloons Wedding Valentine’s Day Balloons Christmas Balloons Party Decorations,1,6.99,13.86,4.79,https://www.amazon.com/Red-Balloons-110Pcs-Red-Balloon-Garland-Arch-Kit-5101218-Inch-Matte-Latex-Red/dp/B0B7G1Z95N?tag=dcaft-20,https://www.ebay.com/itm/364274467590
"Ernie Ball Guitar Picks, Medium, Super Glow, 12-pack (P09225)",1,3.99,6.34,1.4,https://www.amazon.com/Ernie-Ball-Guitar-Picks-Medium-Super-Glow-12-Pack-P09225/dp/B00BGXN63I?tag=dcaft-20,https://www.ebay.com/itm/355406567757
"Campbell’s Chunky Soup, Sirloin Burger With Country Vegetable Beef Soup, 16.3 oz Can (Pack of 8)",1,16.91,22.93,2.58,https://www.amazon.com/Campbells-Chunky-Soup-Sirloin-Burger-With-Country-Vegetable-Beef-Soup-163-Oz/dp/B0B81RM16F?tag=dcaft-20,https://www.ebay.com/itm/156110365063
Case-Mate - Tough Plus - Case for LG Wing (5G) - 15 ft Drop Protection - Clear,1,6.48,9.3,1.43,https://www.amazon.com/Case-Mate-Tough-Plus-Case-For-Lg-Wing-5G-15-Ft-Drop-Protection-Clear/dp/B08N34S129?tag=dcaft-20,https://www.ebay.com/itm/355366003840
A Return To Salem's Lot,1,10.72,13.87,1.07,https://www.amazon.com/dp/B003L2M584?tag=dcaft-20,https://www.ebay.com/itm/295977929314
Jesus Never Existed: An Introduction to the Ultimate Heresy,1,10.7,15.29,2.3,https://www.amazon.com/Jesus-Never-Existed-An-Introduction-To-The-Ultimate-Heresy/dp/098969724X?tag=dcaft-20,https://www.ebay.com/itm/285653110797
Don Francisco's Hawaiian Hazelnut Flavored Ground Coffee (3 x 12 oz Cans),1,18.03,24.2,2.54,https://www.amazon.com/dp/B076ZQC3VW?tag=dcaft-20,https://www.ebay.com/itm/375286326640
"DIYMAG Strong Magnetic Hooks, 50lbs Heavy Duty Rare Earth Magnets with Hook Strong Corrosion Protection Facilitate Hook Pack of 6",1,9.6,12.69,1.19,https://www.amazon.com/Diymag-Strong-Neodymium-Magnetic-Hooks-50Lbs-Heavy-Duty-Rare-Earth-Magnets-With/dp/B08D7DQTD8?tag=dcaft-20,https://www.ebay.com/itm/156054261272
"Mr. Pen- Sticky Notes, 1.5”x2”, 2160 Sheets, Pastel Sticky Notes, Small Sticky Notes, Mini Sticky Notes, Sticky Notes Small, Bible Sticky Notes, Sticky Note Mini, Little Sticky Notes, Tiny Sticky Note",1,7.85,11.34,1.79,https://www.amazon.com/dp/B092LCV3TH?tag=dcaft-20,https://www.ebay.com/itm/226064603361
"HILLMASTER Slide Bolt Gate Latch for Wooden Fence Door Lock with Padlock Hole,Heavy Duty Sliding Bolt Gate Lock Door Latch Black Barrel Bolt Slide Latches Gate Hardware for Wood Vinyl Fenc Barn Shed",1,10.79,13.93,1.05,https://www.amazon.com/dp/B08DTRHLWN?tag=dcaft-20,https://www.ebay.com/itm/315069005037
Cable Clips Nail in Cable Clips 100 Pcs 8mm Flat Ethernet Cable Wall Clips Cable Tacks Coax Cable Clips Speaker Wire Clips Cable Nails for Cords Cat5/Cat5e/Cat6/Cat7 RJ45 Cord Clips,1,4.25,8.49,2.97,https://www.amazon.com/dp/B0B2HXYH3G?tag=dcaft-20,https://www.ebay.com/itm/225984973685
"HILLMASTER Slide Bolt Gate Latch for Wooden Fence Door Lock with Padlock Hole,Heavy Duty Sliding Bolt Gate Lock Door Latch Black Barrel Bolt Slide Latches Gate Hardware for Wood Vinyl Fenc Barn Shed",1,10.79,13.93,1.05,https://www.amazon.com/dp/B08DTRHLWN?tag=dcaft-20,https://www.ebay.com/itm/315069005037
"ALINK 12-Pack Reusable Hard Plastic Clear Straws, 10.5 in x 0.3 in Tumbler Straws for 16 OZ 20 OZ 30 OZ Stanley, YETI, Starbucks Tumblers with Cleaning Brush",1,5.39,8.81,2.1,https://www.amazon.com/dp/B0989Z5GX8?tag=dcaft-20,https://www.ebay.com/itm/334832381171
24 Pieces Brass Round Rods Bar Assorted Diameter 1.5-8 mm for 100 mm Length Brass Rod for Drift Punches Various Shaft DIY Craft Model Plane Model Ship Model Cars,1,9.64,12.81,1.25,https://www.amazon.com/dp/B08CDVDBVJ?tag=dcaft-20,https://www.ebay.com/itm/404909535264
"18 PCS Throttle Return Spring Linkage Kit, Carburetor Spring Classification Governor Connecting Rod Speed Control Spring Compatible with 168F, GX160, GX200, 170F, GX210 Honda Clone, Gasoline Engine",1,5.79,8.62,1.54,https://www.amazon.com/dp/B0C8DDBJFC?tag=dcaft-20,https://www.ebay.com/itm/404891588299
"Cascadian Farm Organic Chocolate Chip Granola Bars, 10 ct, 12.3 oz",1,5.99,10.49,2.93,https://www.amazon.com/Cascadian-Farm-Granola-Organic-Chocolate/dp/B00KRFKR74?tag=dcaft-20,https://www.ebay.com/itm/176263834200
Weber Chicago Steak Seasoning 5.5 Ounce Shaker,1,3.98,6.33,1.4,https://www.amazon.com/Weber-Chicago-Steak-Seasoning-Pack/dp/B007NLKUF4?tag=dcaft-20,https://www.ebay.com/itm/296221531612
They Live - Collector's Edition [DVD],1,9.47,13.99,2.42,https://www.amazon.com/They-Live-Collectors-Edition-Dvd/dp/B008VF0XVM?tag=dcaft-20,https://www.ebay.com/itm/355479877883
API TROPICAL GREENS FLAKES Tropical Fish Greens Flakes Fish Food 2.1-Ounce Container,1,8.63,13.73,3.04,https://www.amazon.com/Api-Tropical-Greens-Flakes-Tropical-Fish-Greens-Flakes-Fish-Food-21-Ounce-Conta/dp/B005XDCM8C?tag=dcaft-20,https://www.ebay.com/itm/335178085418
"Ecologic Flying Insect Killer, Kills Fruit Flies, Mosquitos, Gnats and Other Insects, (Aerosol Spray) 14 fl Ounce",2,13.56,19.84,3.3,https://www.amazon.com/dp/B08BSM47JC?tag=dcaft-20,https://www.ebay.com/itm/315195924150
"Always Maxi Feminine Pads For Women, Size 2 Long Super Absorbency, With Wings, Unscented, 60 Count",1,10.47,15.02,2.3,https://www.amazon.com/dp/B0081PGTVK?tag=dcaft-20,https://www.ebay.com/itm/156040355589
"CARLING TECHNOLOGIES RGSCC901-R-B-B-E SWITCH, ROCKER, DPDT, 20A, 250V, BLACK (1 piece)",1,8.49,11.99,1.7,https://www.amazon.com/Carling-Technologies-Rgscc901-R-B-B-E-Switch-Rocker-Dpdt-20A-250V-Black-1/dp/B011NDVUWO?tag=dcaft-20,https://www.ebay.com/itm/305346720859
"5 Pack Remote Case for Roku, Battery Cover for TCL Roku Smart TV Steaming Stick Remote, Roku TV Remote Cover Silicone Protective Controller Universal Sleeve Skin Glow in The Dark",1,10.52,14.1,1.47,https://www.amazon.com/5-Pack-Remote-Case-For-Roku-Battery-Cover-For-Tcl-Roku-Smart-Tv-Steaming-Stick/dp/B097PDYC8X?tag=dcaft-20,https://www.ebay.com/itm/355538748520
Stabilized R-Alpha Lipoic Acid ((True)) 600mg per Serving [[High Potency & up to 40x Increased Absorption]] (Na R-ALA) (Na R-LA) (Na R-Lipoate) (1 Bottle),1,40.27,50.28,2.47,https://www.amazon.com/Immunovites-Stabilized-R-Alpha-Lipoic-Acid-True-600Mg-Per-Serving-High-Pot/dp/B07DP8DHBH?tag=dcaft-20,https://www.ebay.com/itm/315169452799
JQuad (2 Pack Keyed Alike) Truck Tool Box Locks with Keys - Replacement Pickup Toolbox Lock Cylinder for Latch (2 Pack),1,14.93,19.23,1.42,https://www.amazon.com/dp/B07CB419HR?tag=dcaft-20,https://www.ebay.com/itm/375288589672
"Alvita Teas Mullein Tea Bag, 24 Count",1,8.58,13.98,3.3,https://www.amazon.com/Alvita-Teas-Mullein-Tea-Bag-24-Count/dp/B00LI374PM?tag=dcaft-20,https://www.ebay.com/itm/134850768820
Slap Shot,1,5.34,7.63,1.15,https://www.amazon.com/Slap-Shot-25th-Anniversary-Special/dp/B00005V0XF?tag=dcaft-20,https://www.ebay.com/itm/134872992038
"Gnawsome™ 4.5” Spiky Squeaker Ball Dog Toy - Extra Large, Cleans Teeth and Promotes Good Dental and Gum Health for Your Pet, Colors will vary, 4.5""",1,8.63,11.52,1.16,https://www.amazon.com/dp/B00EPDRJNE?tag=dcaft-20,https://www.ebay.com/itm/355535688183
American Graffiti [Blu-ray],1,6.35,8.69,1.04,https://www.amazon.com/American-Graffiti-Special-Blu-ray-Howard/dp/B001AQMBDM/?tag=dcaft-20,https://www.ebay.com/itm/315126661961
10 Kinds Small Multi-Purpose M1 M1.2 M1.4 M1.7 Phillips Head Micro Screws Self-Tapping Electronic Screws Assortment Kit Pack of 1000,1,7.48,10.49,1.44,https://www.amazon.com/dp/B07GKXMSVR?tag=dcaft-20,https://www.ebay.com/itm/285651309827
Engine Oil Dipstick Tube - Metal,1,13.82,18.19,1.64,https://www.amazon.com/Dorman-917-433-Engine-Oil-Dipstick-Tube-Metal-Compatible-With-Select-Models/dp/B01ID3J20E?tag=dcaft-20,https://www.ebay.com/itm/156135812170
"IDEAL INDUSTRIES INC. 35-912 Replacement Bit for Twist-a-Nut 7-in-1 Screwdriver/Nutdriver 3/16 in. Slotted, #1 Phillips Bit",1,4.57,6.65,1.08,https://www.amazon.com/Ideal-Industries-Replacement-Screwdriver-Nutdriver/dp/B000ZZGRZ2?tag=dcaft-20,https://www.ebay.com/itm/314754215429
"Binder Sleeves for Comic Books, 50 Pack Comic Book Protector Sleeves Acid-Free, 3-Hole Punched for Comic Book Storage and Collection",1,9.99,13.93,1.85,https://www.amazon.com/Binder-Sleeves-For-Comic-Books-50-Pack-Comic-Book-Protector-Sleeves-Acid-Free/dp/B0B2VFHZ6S?tag=dcaft-20,https://www.ebay.com/itm/355521264226
"Krylon K02704007 Fusion All-In-One Spray Paint for Indoor/Outdoor Use, Gloss Burgundy 12 Ounces",1,7.52,10.21,1.16,https://www.amazon.com/Krylon-K02704007-Fusion-All-In-One-Spray-Paint-For-Indooroutdoor-Use-Gloss-Bur/dp/B07LFXWFDH?tag=dcaft-20,https://www.ebay.com/itm/296073871570
